Play,Act,Scene,Character,Line Count,Text
The Tragedy of Macbeth,3,5,HECATE,231,"Have I not reason, beldams as you are, Saucy and overbold? How did you dare To trade and traffic with Macbeth In riddles and affairs of death; And I, the mistress of your charms, The close contriver of all harms, Was never call'd to bear my part, Or show the glory of our art? And, which is worse, all you have done Hath been but for a wayward son, Spiteful and wrathful, who, as others do, Loves for his own ends, not for you. But make amends now: get you gone, And at the pit of Acheron Meet me i' the morning: thither he Will come to know his destiny: Your vessels and your spells provide, Your charms and every thing beside. I am for the air; this night I'll spend Unto a dismal and a fatal end: Great business must be wrought ere noon: Upon the corner of the moon There hangs a vaporous drop profound; I'll catch it ere it come to ground: And that distill'd by magic sleights Shall raise such artificial sprites As by the strength of their illusion Shall draw him on to his confusion: He shall spurn fate, scorn death, and bear He hopes 'bove wisdom, grace and fear: And you all know, security Is mortals' chiefest enemy. Hark! I am call'd; my little spirit, see, Sits in a foggy cloud, and stays for me."
The Tragedy of Macbeth,3,5,FIRST WITCH,9,"Come, let's make haste; she'll soon be back again."
The Tragedy of Macbeth,3,6,LENNOX,194,"My former speeches have but hit your thoughts, Which can interpret further: only, I say, Things have been strangely borne. The gracious Duncan Was pitied of Macbeth: marry, he was dead: And the right-valiant Banquo walk'd too late; Whom, you may say, if't please you, Fleance kill'd, For Fleance fled: men must not walk too late. Who cannot want the thought how monstrous It was for Malcolm and for Donalbain To kill their gracious father? damned fact! How it did grieve Macbeth! did he not straight In pious rage the two delinquents tear, That were the slaves of drink and thralls of sleep? Was not that nobly done? Ay, and wisely too; For 'twould have anger'd any heart alive To hear the men deny't. So that, I say, He has borne all things well: and I do think That had he Duncan's sons under his key-- As, an't please heaven, he shall not--they should find What 'twere to kill a father; so should Fleance. But, peace! for from broad words and 'cause he fail'd His presence at the tyrant's feast, I hear Macduff lives in disgrace: sir, can you tell Where he bestows himself?"
The Tragedy of Macbeth,3,6,LORD,118,"The son of Duncan, From whom this tyrant holds the due of birth Lives in the English court, and is received Of the most pious Edward with such grace That the malevolence of fortune nothing Takes from his high respect: thither Macduff Is gone to pray the holy king, upon his aid To wake Northumberland and warlike Siward: That, by the help of these--with Him above To ratify the work--we may again Give to our tables meat, sleep to our nights, Free from our feasts and banquets bloody knives, Do faithful homage and receive free honours: All which we pine for now: and this report Hath so exasperate the king that he Prepares for some attempt of war."
The Tragedy of Macbeth,3,6,LENNOX,4,Sent he to Macduff?
The Tragedy of Macbeth,3,6,LORD,32,"He did: and with an absolute 'Sir, not I,' The cloudy messenger turns me his back, And hums, as who should say 'You'll rue the time That clogs me with this answer.'"
The Tragedy of Macbeth,3,6,LENNOX,49,"And that well might Advise him to a caution, to hold what distance His wisdom can provide. Some holy angel Fly to the court of England and unfold His message ere he come, that a swift blessing May soon return to this our suffering country Under a hand accursed!"
The Tragedy of Macbeth,3,6,LORD,6,I'll send my prayers with him.
The Tragedy of Macbeth,4,1,FIRST WITCH,6,Thrice the brinded cat hath mew'd.
The Tragedy of Macbeth,4,1,SECOND WITCH,6,Thrice and once the hedge-pig whined.
The Tragedy of Macbeth,4,1,THIRD WITCH,6,"Harpier cries 'Tis time, 'tis time."
The Tragedy of Macbeth,4,1,FIRST WITCH,31,"Round about the cauldron go; In the poison'd entrails throw. Toad, that under cold stone Days and nights has thirty-one Swelter'd venom sleeping got, Boil thou first i' the charmed pot."
The Tragedy of Macbeth,4,1,ALL,10,"Double, double toil and trouble; Fire burn, and cauldron bubble."
The Tragedy of Macbeth,4,1,SECOND WITCH,47,"Fillet of a fenny snake, In the cauldron boil and bake; Eye of newt and toe of frog, Wool of bat and tongue of dog, Adder's fork and blind-worm's sting, Lizard's leg and owlet's wing, For a charm of powerful trouble, Like a hell-broth boil and bubble."
The Tragedy of Macbeth,4,1,ALL,10,"Double, double toil and trouble; Fire burn and cauldron bubble."
The Tragedy of Macbeth,4,1,THIRD WITCH,70,"Scale of dragon, tooth of wolf, Witches' mummy, maw and gulf Of the ravin'd salt-sea shark, Root of hemlock digg'd i' the dark, Liver of blaspheming Jew, Gall of goat, and slips of yew Silver'd in the moon's eclipse, Nose of Turk and Tartar's lips, Finger of birth-strangled babe Ditch-deliver'd by a drab, Make the gruel thick and slab: Add thereto a tiger's chaudron, For the ingredients of our cauldron."
The Tragedy of Macbeth,4,1,ALL,10,"Double, double toil and trouble; Fire burn and cauldron bubble."
The Tragedy of Macbeth,4,1,SECOND WITCH,13,"Cool it with a baboon's blood, Then the charm is firm and good."
The Tragedy of Macbeth,4,1,HECATE,34,"O well done! I commend your pains; And every one shall share i' the gains; And now about the cauldron sing, Live elves and fairies in a ring, Enchanting all that you put in."
The Tragedy of Macbeth,4,1,SECOND WITCH,15,"By the pricking of my thumbs, Something wicked this way comes. Open, locks, Whoever knocks!"
The Tragedy of Macbeth,4,1,MACBETH,12,"How now, you secret, black, and midnight hags! What is't you do?"
The Tragedy of Macbeth,4,1,ALL,5,A deed without a name.
The Tragedy of Macbeth,4,1,MACBETH,84,"I conjure you, by that which you profess, Howe'er you come to know it, answer me: Though you untie the winds and let them fight Against the churches; though the yesty waves Confound and swallow navigation up; Though bladed corn be lodged and trees blown down; Though castles topple on their warders' heads; Though palaces and pyramids do slope Their heads to their foundations; though the treasure Of nature's germens tumble all together, Even till destruction sicken; answer me To what I ask you."
The Tragedy of Macbeth,4,1,FIRST WITCH,1,Speak.
The Tragedy of Macbeth,4,1,SECOND WITCH,1,Demand.
The Tragedy of Macbeth,4,1,THIRD WITCH,2,We'll answer.
The Tragedy of Macbeth,4,1,FIRST WITCH,13,"Say, if thou'dst rather hear it from our mouths, Or from our masters?"
The Tragedy of Macbeth,4,1,MACBETH,6,Call 'em; let me see 'em.
The Tragedy of Macbeth,4,1,FIRST WITCH,21,"Pour in sow's blood, that hath eaten Her nine farrow; grease that's sweaten From the murderer's gibbet throw Into the flame."
The Tragedy of Macbeth,4,1,ALL,9,"Come, high or low; Thyself and office deftly show!"
The Tragedy of Macbeth,4,1,MACBETH,5,"Tell me, thou unknown power,--"
The Tragedy of Macbeth,4,1,FIRST WITCH,11,"He knows thy thought: Hear his speech, but say thou nought."
The Tragedy of Macbeth,4,1,FIRST APPARITION,13,Macbeth! Macbeth! Macbeth! beware Macduff; Beware the thane of Fife. Dismiss me. Enough.
The Tragedy of Macbeth,4,1,MACBETH,18,"Whate'er thou art, for thy good caution, thanks; Thou hast harp'd my fear aright: but one word more,--"
The Tragedy of Macbeth,4,1,FIRST WITCH,12,"He will not be commanded: here's another, More potent than the first."
The Tragedy of Macbeth,4,1,SECOND APPARITION,3,Macbeth! Macbeth! Macbeth!
The Tragedy of Macbeth,4,1,MACBETH,7,"Had I three ears, I'ld hear thee."
The Tragedy of Macbeth,4,1,SECOND APPARITION,20,"Be bloody, bold, and resolute; laugh to scorn The power of man, for none of woman born Shall harm Macbeth."
The Tragedy of Macbeth,4,1,MACBETH,62,"Then live, Macduff: what need I fear of thee? But yet I'll make assurance double sure, And take a bond of fate: thou shalt not live; That I may tell pale-hearted fear it lies, And sleep in spite of thunder. What is this That rises like the issue of a king, And wears upon his baby-brow the round And top of sovereignty?"
The Tragedy of Macbeth,4,1,ALL,5,"Listen, but speak not to't."
The Tragedy of Macbeth,4,1,THIRD APPARITION,32,"Be lion-mettled, proud; and take no care Who chafes, who frets, or where conspirers are: Macbeth shall never vanquish'd be until Great Birnam wood to high Dunsinane hill Shall come against him."
The Tragedy of Macbeth,4,1,MACBETH,72,"That will never be Who can impress the forest, bid the tree Unfix his earth-bound root? Sweet bodements! good! Rebellion's head, rise never till the wood Of Birnam rise, and our high-placed Macbeth Shall live the lease of nature, pay his breath To time and mortal custom. Yet my heart Throbs to know one thing: tell me, if your art Can tell so much: shall Banquo's issue ever Reign in this kingdom?"
The Tragedy of Macbeth,4,1,ALL,5,Seek to know no more.
The Tragedy of Macbeth,4,1,MACBETH,26,"I will be satisfied: deny me this, And an eternal curse fall on you! Let me know. Why sinks that cauldron? and what noise is this?"
The Tragedy of Macbeth,4,1,FIRST WITCH,1,Show!
The Tragedy of Macbeth,4,1,SECOND WITCH,1,Show!
The Tragedy of Macbeth,4,1,THIRD WITCH,1,Show!
The Tragedy of Macbeth,4,1,ALL,12,"Show his eyes, and grieve his heart; Come like shadows, so depart!"
The Tragedy of Macbeth,4,1,MACBETH,112,"Thou art too like the spirit of Banquo: down! Thy crown does sear mine eye-balls. And thy hair, Thou other gold-bound brow, is like the first. A third is like the former. Filthy hags! Why do you show me this? A fourth! Start, eyes! What, will the line stretch out to the crack of doom? Another yet! A seventh! I'll see no more: And yet the eighth appears, who bears a glass Which shows me many more; and some I see That two-fold balls and treble scepters carry: Horrible sight! Now, I see, 'tis true; For the blood-bolter'd Banquo smiles upon me, And points at them for his. What, is this so?"
The Tragedy of Macbeth,4,1,FIRST WITCH,53,"Ay, sir, all this is so: but why Stands Macbeth thus amazedly? Come, sisters, cheer we up his sprites, And show the best of our delights: I'll charm the air to give a sound, While you perform your antic round: That this great king may kindly say, Our duties did his welcome pay."
The Tragedy of Macbeth,4,1,MACBETH,18,"Where are they? Gone? Let this pernicious hour Stand aye accursed in the calendar! Come in, without there!"
The Tragedy of Macbeth,4,1,LENNOX,4,What's your grace's will?
The Tragedy of Macbeth,4,1,MACBETH,5,Saw you the weird sisters?
The Tragedy of Macbeth,4,1,LENNOX,3,"No, my lord."
The Tragedy of Macbeth,4,1,MACBETH,5,Came they not by you?
The Tragedy of Macbeth,4,1,LENNOX,4,"No, indeed, my lord."
The Tragedy of Macbeth,4,1,MACBETH,25,Infected be the air whereon they ride; And damn'd all those that trust them! I did hear The galloping of horse: who was't came by?
The Tragedy of Macbeth,4,1,LENNOX,15,"'Tis two or three, my lord, that bring you word Macduff is fled to England."
The Tragedy of Macbeth,4,1,MACBETH,3,Fled to England!
The Tragedy of Macbeth,4,1,LENNOX,4,"Ay, my good lord."
The Tragedy of Macbeth,4,1,MACBETH,105,"Time, thou anticipatest my dread exploits: The flighty purpose never is o'ertook Unless the deed go with it; from this moment The very firstlings of my heart shall be The firstlings of my hand. And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon Fife; give to the edge o' the sword His wife, his babes, and all unfortunate souls That trace him in his line. No boasting like a fool; This deed I'll do before this purpose cool. But no more sights!--Where are these gentlemen? Come, bring me where they are."
The Tragedy of Macbeth,4,2,LADY MACDUFF,10,"What had he done, to make him fly the land?"
The Tragedy of Macbeth,4,2,ROSS,5,"You must have patience, madam."
The Tragedy of Macbeth,4,2,LADY MACDUFF,18,"He had none: His flight was madness: when our actions do not, Our fears do make us traitors."
The Tragedy of Macbeth,4,2,ROSS,11,You know not Whether it was his wisdom or his fear.
The Tragedy of Macbeth,4,2,LADY MACDUFF,73,"Wisdom! to leave his wife, to leave his babes, His mansion and his titles in a place From whence himself does fly? He loves us not; He wants the natural touch: for the poor wren, The most diminutive of birds, will fight, Her young ones in her nest, against the owl. All is the fear and nothing is the love; As little is the wisdom, where the flight So runs against all reason."
The Tragedy of Macbeth,4,2,ROSS,107,"My dearest coz, I pray you, school yourself: but for your husband, He is noble, wise, judicious, and best knows The fits o' the season. I dare not speak much further; But cruel are the times, when we are traitors And do not know ourselves, when we hold rumour From what we fear, yet know not what we fear, But float upon a wild and violent sea Each way and move. I take my leave of you: Shall not be long but I'll be here again: Things at the worst will cease, or else climb upward To what they were before. My pretty cousin, Blessing upon you!"
The Tragedy of Macbeth,4,2,LADY MACDUFF,7,"Father'd he is, and yet he's fatherless."
The Tragedy of Macbeth,4,2,ROSS,24,"I am so much a fool, should I stay longer, It would be my disgrace and your discomfort: I take my leave at once."
The Tragedy of Macbeth,4,2,LADY MACDUFF,14,"Sirrah, your father's dead; And what will you do now? How will you live?"
The Tragedy of Macbeth,4,2,SON,4,"As birds do, mother."
The Tragedy of Macbeth,4,2,LADY MACDUFF,5,"What, with worms and flies?"
The Tragedy of Macbeth,4,2,SON,10,"With what I get, I mean; and so do they."
The Tragedy of Macbeth,4,2,LADY MACDUFF,14,"Poor bird! thou'ldst never fear the net nor lime, The pitfall nor the gin."
The Tragedy of Macbeth,4,2,SON,20,"Why should I, mother? Poor birds they are not set for. My father is not dead, for all your saying."
The Tragedy of Macbeth,4,2,LADY MACDUFF,11,"Yes, he is dead; how wilt thou do for a father?"
The Tragedy of Macbeth,4,2,SON,8,"Nay, how will you do for a husband?"
The Tragedy of Macbeth,4,2,LADY MACDUFF,9,"Why, I can buy me twenty at any market."
The Tragedy of Macbeth,4,2,SON,7,Then you'll buy 'em to sell again.
The Tragedy of Macbeth,4,2,LADY MACDUFF,15,"Thou speak'st with all thy wit: and yet, i' faith, With wit enough for thee."
The Tragedy of Macbeth,4,2,SON,6,"Was my father a traitor, mother?"
The Tragedy of Macbeth,4,2,LADY MACDUFF,4,"Ay, that he was."
The Tragedy of Macbeth,4,2,SON,4,What is a traitor?
The Tragedy of Macbeth,4,2,LADY MACDUFF,6,"Why, one that swears and lies."
The Tragedy of Macbeth,4,2,SON,7,And be all traitors that do so?
The Tragedy of Macbeth,4,2,LADY MACDUFF,12,"Every one that does so is a traitor, and must be hanged."
The Tragedy of Macbeth,4,2,SON,10,And must they all be hanged that swear and lie?
The Tragedy of Macbeth,4,2,LADY MACDUFF,2,Every one.
The Tragedy of Macbeth,4,2,SON,4,Who must hang them?
The Tragedy of Macbeth,4,2,LADY MACDUFF,4,"Why, the honest men."
The Tragedy of Macbeth,4,2,SON,23,"Then the liars and swearers are fools, for there are liars and swearers enow to beat the honest men and hang up them."
The Tragedy of Macbeth,4,2,LADY MACDUFF,14,"Now, God help thee, poor monkey! But how wilt thou do for a father?"
The Tragedy of Macbeth,4,2,SON,25,"If he were dead, you'ld weep for him: if you would not, it were a good sign that I should quickly have a new father."
The Tragedy of Macbeth,4,2,LADY MACDUFF,5,"Poor prattler, how thou talk'st!"
The Tragedy of Macbeth,4,2,MESSENGER,75,"Bless you, fair dame! I am not to you known, Though in your state of honour I am perfect. I doubt some danger does approach you nearly: If you will take a homely man's advice, Be not found here; hence, with your little ones. To fright you thus, methinks, I am too savage; To do worse to you were fell cruelty, Which is too nigh your person. Heaven preserve you! I dare abide no longer."
The Tragedy of Macbeth,4,2,LADY MACDUFF,54,"Whither should I fly? I have done no harm. But I remember now I am in this earthly world; where to do harm Is often laudable, to do good sometime Accounted dangerous folly: why then, alas, Do I put up that womanly defence, To say I have done no harm? What are these faces?"
The Tragedy of Macbeth,4,2,FIRST MURDERER,4,Where is your husband?
The Tragedy of Macbeth,4,2,LADY MACDUFF,14,"I hope, in no place so unsanctified Where such as thou mayst find him."
The Tragedy of Macbeth,4,2,FIRST MURDERER,3,He's a traitor.
The Tragedy of Macbeth,4,2,SON,5,"Thou liest, thou shag-hair'd villain!"
The Tragedy of Macbeth,4,2,FIRST MURDERER,7,"What, you egg! Young fry of treachery!"
The Tragedy of Macbeth,4,2,SON,10,"He has kill'd me, mother: Run away, I pray you!"
The Tragedy of Macbeth,4,3,MALCOLM,14,"Let us seek out some desolate shade, and there Weep our sad bosoms empty."
The Tragedy of Macbeth,4,3,MACDUFF,48,"Let us rather Hold fast the mortal sword, and like good men Bestride our down-fall'n birthdom: each new morn New widows howl, new orphans cry, new sorrows Strike heaven on the face, that it resounds As if it felt with Scotland and yell'd out Like syllable of dolour."
The Tragedy of Macbeth,4,3,MALCOLM,82,"What I believe I'll wail, What know believe, and what I can redress, As I shall find the time to friend, I will. What you have spoke, it may be so perchance. This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved him well. He hath not touch'd you yet. I am young; but something You may deserve of him through me, and wisdom To offer up a weak poor innocent lamb To appease an angry god."
The Tragedy of Macbeth,4,3,MACDUFF,4,I am not treacherous.
The Tragedy of Macbeth,4,3,MALCOLM,52,"But Macbeth is. A good and virtuous nature may recoil In an imperial charge. But I shall crave your pardon; That which you are my thoughts cannot transpose: Angels are bright still, though the brightest fell; Though all things foul would wear the brows of grace, Yet grace must still look so."
The Tragedy of Macbeth,4,3,MACDUFF,5,I have lost my hopes.
The Tragedy of Macbeth,4,3,MALCOLM,51,"Perchance even there where I did find my doubts. Why in that rawness left you wife and child, Those precious motives, those strong knots of love, Without leave-taking? I pray you, Let not my jealousies be your dishonours, But mine own safeties. You may be rightly just, Whatever I shall think."
The Tragedy of Macbeth,4,3,MACDUFF,53,"Bleed, bleed, poor country! Great tyranny! lay thou thy basis sure, For goodness dare not cheque thee: wear thou thy wrongs; The title is affeer'd! Fare thee well, lord: I would not be the villain that thou think'st For the whole space that's in the tyrant's grasp, And the rich East to boot."
The Tragedy of Macbeth,4,3,MALCOLM,100,"Be not offended: I speak not as in absolute fear of you. I think our country sinks beneath the yoke; It weeps, it bleeds; and each new day a gash Is added to her wounds: I think withal There would be hands uplifted in my right; And here from gracious England have I offer Of goodly thousands: but, for all this, When I shall tread upon the tyrant's head, Or wear it on my sword, yet my poor country Shall have more vices than it had before, More suffer and more sundry ways than ever, By him that shall succeed."
The Tragedy of Macbeth,4,3,MACDUFF,4,What should he be?
The Tragedy of Macbeth,4,3,MALCOLM,45,"It is myself I mean: in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbeth Will seem as pure as snow, and the poor state Esteem him as a lamb, being compared With my confineless harms."
The Tragedy of Macbeth,4,3,MACDUFF,18,Not in the legions Of horrid hell can come a devil more damn'd In evils to top Macbeth.
The Tragedy of Macbeth,4,3,MALCOLM,65,"I grant him bloody, Luxurious, avaricious, false, deceitful, Sudden, malicious, smacking of every sin That has a name: but there's no bottom, none, In my voluptuousness: your wives, your daughters, Your matrons and your maids, could not fill up The cistern of my lust, and my desire All continent impediments would o'erbear That did oppose my will: better Macbeth Than such an one to reign."
The Tragedy of Macbeth,4,3,MACDUFF,78,"Boundless intemperance In nature is a tyranny; it hath been The untimely emptying of the happy throne And fall of many kings. But fear not yet To take upon you what is yours: you may Convey your pleasures in a spacious plenty, And yet seem cold, the time you may so hoodwink. We have willing dames enough: there cannot be That vulture in you, to devour so many As will to greatness dedicate themselves, Finding it so inclined."
The Tragedy of Macbeth,4,3,MALCOLM,61,"With this there grows In my most ill-composed affection such A stanchless avarice that, were I king, I should cut off the nobles for their lands, Desire his jewels and this other's house: And my more-having would be as a sauce To make me hunger more; that I should forge Quarrels unjust against the good and loyal, Destroying them for wealth."
The Tragedy of Macbeth,4,3,MACDUFF,46,"This avarice Sticks deeper, grows with more pernicious root Than summer-seeming lust, and it hath been The sword of our slain kings: yet do not fear; Scotland hath foisons to fill up your will. Of your mere own: all these are portable, With other graces weigh'd."
The Tragedy of Macbeth,4,3,MALCOLM,62,"But I have none: the king-becoming graces, As justice, verity, temperance, stableness, Bounty, perseverance, mercy, lowliness, Devotion, patience, courage, fortitude, I have no relish of them, but abound In the division of each several crime, Acting it many ways. Nay, had I power, I should Pour the sweet milk of concord into hell, Uproar the universal peace, confound All unity on earth."
The Tragedy of Macbeth,4,3,MACDUFF,3,"O Scotland, Scotland!"
The Tragedy of Macbeth,4,3,MALCOLM,15,"If such a one be fit to govern, speak: I am as I have spoken."
The Tragedy of Macbeth,4,3,MACDUFF,89,"Fit to govern! No, not to live. O nation miserable, With an untitled tyrant bloody-scepter'd, When shalt thou see thy wholesome days again, Since that the truest issue of thy throne By his own interdiction stands accursed, And does blaspheme his breed? Thy royal father Was a most sainted king: the queen that bore thee, Oftener upon her knees than on her feet, Died every day she lived. Fare thee well! These evils thou repeat'st upon thyself Have banish'd me from Scotland. O my breast, Thy hope ends here!"
The Tragedy of Macbeth,4,3,MALCOLM,178,"Macduff, this noble passion, Child of integrity, hath from my soul Wiped the black scruples, reconciled my thoughts To thy good truth and honour. Devilish Macbeth By many of these trains hath sought to win me Into his power, and modest wisdom plucks me From over-credulous haste: but God above Deal between thee and me! for even now I put myself to thy direction, and Unspeak mine own detraction, here abjure The taints and blames I laid upon myself, For strangers to my nature. I am yet Unknown to woman, never was forsworn, Scarcely have coveted what was mine own, At no time broke my faith, would not betray The devil to his fellow and delight No less in truth than life: my first false speaking Was this upon myself: what I am truly, Is thine and my poor country's to command: Whither indeed, before thy here-approach, Old Siward, with ten thousand warlike men, Already at a point, was setting forth. Now we'll together; and the chance of goodness Be like our warranted quarrel! Why are you silent?"
The Tragedy of Macbeth,4,3,MACDUFF,11,Such welcome and unwelcome things at once 'Tis hard to reconcile.
The Tragedy of Macbeth,4,3,MALCOLM,9,"Well; more anon.--Comes the king forth, I pray you?"
The Tragedy of Macbeth,4,3,DOCTOR,35,"Ay, sir; there are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch-- Such sanctity hath heaven given his hand-- They presently amend."
The Tragedy of Macbeth,4,3,MALCOLM,4,"I thank you, doctor."
The Tragedy of Macbeth,4,3,MACDUFF,5,What's the disease he means?
The Tragedy of Macbeth,4,3,MALCOLM,97,"'Tis call'd the evil: A most miraculous work in this good king; Which often, since my here-remain in England, I have seen him do. How he solicits heaven, Himself best knows: but strangely-visited people, All swoln and ulcerous, pitiful to the eye, The mere despair of surgery, he cures, Hanging a golden stamp about their necks, Put on with holy prayers: and 'tis spoken, To the succeeding royalty he leaves The healing benediction. With this strange virtue, He hath a heavenly gift of prophecy, And sundry blessings hang about his throne, That speak him full of grace."
The Tragedy of Macbeth,4,3,MACDUFF,4,"See, who comes here?"
The Tragedy of Macbeth,4,3,MALCOLM,8,My countryman; but yet I know him not.
The Tragedy of Macbeth,4,3,MACDUFF,5,"My ever-gentle cousin, welcome hither."
The Tragedy of Macbeth,4,3,MALCOLM,14,"I know him now. Good God, betimes remove The means that makes us strangers!"
The Tragedy of Macbeth,4,3,ROSS,2,"Sir, amen."
The Tragedy of Macbeth,4,3,MACDUFF,5,Stands Scotland where it did?
The Tragedy of Macbeth,4,3,ROSS,75,"Alas, poor country! Almost afraid to know itself. It cannot Be call'd our mother, but our grave; where nothing, But who knows nothing, is once seen to smile; Where sighs and groans and shrieks that rend the air Are made, not mark'd; where violent sorrow seems A modern ecstasy; the dead man's knell Is there scarce ask'd for who; and good men's lives Expire before the flowers in their caps, Dying or ere they sicken."
The Tragedy of Macbeth,4,3,MACDUFF,8,"O, relation Too nice, and yet too true!"
The Tragedy of Macbeth,4,3,MALCOLM,4,What's the newest grief?
The Tragedy of Macbeth,4,3,ROSS,15,That of an hour's age doth hiss the speaker: Each minute teems a new one.
The Tragedy of Macbeth,4,3,MACDUFF,4,How does my wife?
The Tragedy of Macbeth,4,3,ROSS,2,"Why, well."
The Tragedy of Macbeth,4,3,MACDUFF,4,And all my children?
The Tragedy of Macbeth,4,3,ROSS,2,Well too.
The Tragedy of Macbeth,4,3,MACDUFF,8,The tyrant has not batter'd at their peace?
The Tragedy of Macbeth,4,3,ROSS,11,No; they were well at peace when I did leave 'em.
The Tragedy of Macbeth,4,3,MACDUFF,9,But not a niggard of your speech: how goes't?
The Tragedy of Macbeth,4,3,ROSS,62,"When I came hither to transport the tidings, Which I have heavily borne, there ran a rumour Of many worthy fellows that were out; Which was to my belief witness'd the rather, For that I saw the tyrant's power a-foot: Now is the time of help; your eye in Scotland Would create soldiers, make our women fight, To doff their dire distresses."
The Tragedy of Macbeth,4,3,MALCOLM,29,Be't their comfort We are coming thither: gracious England hath Lent us good Siward and ten thousand men; An older and a better soldier none That Christendom gives out.
The Tragedy of Macbeth,4,3,ROSS,28,"Would I could answer This comfort with the like! But I have words That would be howl'd out in the desert air, Where hearing should not latch them."
The Tragedy of Macbeth,4,3,MACDUFF,16,What concern they? The general cause? or is it a fee-grief Due to some single breast?
The Tragedy of Macbeth,4,3,ROSS,18,No mind that's honest But in it shares some woe; though the main part Pertains to you alone.
The Tragedy of Macbeth,4,3,MACDUFF,14,"If it be mine, Keep it not from me, quickly let me have it."
The Tragedy of Macbeth,4,3,ROSS,22,"Let not your ears despise my tongue for ever, Which shall possess them with the heaviest sound That ever yet they heard."
The Tragedy of Macbeth,4,3,MACDUFF,5,Hum! I guess at it.
The Tragedy of Macbeth,4,3,ROSS,28,"Your castle is surprised; your wife and babes Savagely slaughter'd: to relate the manner, Were, on the quarry of these murder'd deer, To add the death of you."
The Tragedy of Macbeth,4,3,MALCOLM,28,"Merciful heaven! What, man! ne'er pull your hat upon your brows; Give sorrow words: the grief that does not speak Whispers the o'er-fraught heart and bids it break."
The Tragedy of Macbeth,4,3,MACDUFF,3,My children too?
The Tragedy of Macbeth,4,3,ROSS,8,"Wife, children, servants, all That could be found."
The Tragedy of Macbeth,4,3,MACDUFF,10,And I must be from thence! My wife kill'd too?
The Tragedy of Macbeth,4,3,ROSS,3,I have said.
The Tragedy of Macbeth,4,3,MALCOLM,15,"Be comforted: Let's make us medicines of our great revenge, To cure this deadly grief."
The Tragedy of Macbeth,4,3,MACDUFF,27,"He has no children. All my pretty ones? Did you say all? O hell-kite! All? What, all my pretty chickens and their dam At one fell swoop?"
The Tragedy of Macbeth,4,3,MALCOLM,5,Dispute it like a man.
The Tragedy of Macbeth,4,3,MACDUFF,65,"I shall do so; But I must also feel it as a man: I cannot but remember such things were, That were most precious to me. Did heaven look on, And would not take their part? Sinful Macduff, They were all struck for thee! naught that I am, Not for their own demerits, but for mine, Fell slaughter on their souls. Heaven rest them now!"
The Tragedy of Macbeth,4,3,MALCOLM,18,"Be this the whetstone of your sword: let grief Convert to anger; blunt not the heart, enrage it."
The Tragedy of Macbeth,4,3,MACDUFF,45,"O, I could play the woman with mine eyes And braggart with my tongue! But, gentle heavens, Cut short all intermission; front to front Bring thou this fiend of Scotland and myself; Within my sword's length set him; if he 'scape, Heaven forgive him too!"
The Tragedy of Macbeth,4,3,MALCOLM,48,"This tune goes manly. Come, go we to the king; our power is ready; Our lack is nothing but our leave; Macbeth Is ripe for shaking, and the powers above Put on their instruments. Receive what cheer you may: The night is long that never finds the day."
The Tragedy of Macbeth,5,1,DOCTOR,21,"I have two nights watched with you, but can perceive no truth in your report. When was it she last walked?"
The Tragedy of Macbeth,5,1,GENTLEWOMAN,49,"Since his majesty went into the field, I have seen her rise from her bed, throw her night-gown upon her, unlock her closet, take forth paper, fold it, write upon't, read it, afterwards seal it, and again return to bed; yet all this while in a most fast sleep."
The Tragedy of Macbeth,5,1,DOCTOR,39,"A great perturbation in nature, to receive at once the benefit of sleep, and do the effects of watching! In this slumbery agitation, besides her walking and other actual performances, what, at any time, have you heard her say?"
The Tragedy of Macbeth,5,1,GENTLEWOMAN,9,"That, sir, which I will not report after her."
The Tragedy of Macbeth,5,1,DOCTOR,10,You may to me: and 'tis most meet you should.
The Tragedy of Macbeth,5,1,GENTLEWOMAN,33,"Neither to you nor any one; having no witness to confirm my speech. Lo you, here she comes! This is her very guise; and, upon my life, fast asleep. Observe her; stand close."
The Tragedy of Macbeth,5,1,DOCTOR,6,How came she by that light?
The Tragedy of Macbeth,5,1,GENTLEWOMAN,14,"Why, it stood by her: she has light by her continually; 'tis her command."
The Tragedy of Macbeth,5,1,DOCTOR,6,"You see, her eyes are open."
The Tragedy of Macbeth,5,1,GENTLEWOMAN,6,"Ay, but their sense is shut."
The Tragedy of Macbeth,5,1,DOCTOR,12,"What is it she does now? Look, how she rubs her hands."
The Tragedy of Macbeth,5,1,GENTLEWOMAN,25,"It is an accustomed action with her, to seem thus washing her hands: I have known her continue in this a quarter of an hour."
The Tragedy of Macbeth,5,1,LADY MACBETH,4,Yet here's a spot.
The Tragedy of Macbeth,5,1,DOCTOR,18,"Hark! she speaks: I will set down what comes from her, to satisfy my remembrance the more strongly."
The Tragedy of Macbeth,5,1,LADY MACBETH,52,"Out, damned spot! out, I say!--One: two: why, then, 'tis time to do't.--Hell is murky!--Fie, my lord, fie! a soldier, and afeard? What need we fear who knows it, when none can call our power to account?--Yet who would have thought the old man to have had so much blood in him."
The Tragedy of Macbeth,5,1,DOCTOR,4,Do you mark that?
