Play,Act,Scene,Character,Line Count,Text
The Tragedy of Antony and Cleopatra,3,6,AGRIPPA,5,"Sir, this should be answer'd."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,51,"'Tis done already, and the messenger gone. I have told him, Lepidus was grown too cruel; That he his high authority abused, And did deserve his change: for what I have conquer'd, I grant him part; but then, in his Armenia, And other of his conquer'd kingdoms, I Demand the like."
The Tragedy of Antony and Cleopatra,3,6,MECAENAS,5,He'll never yield to that.
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,9,Nor must not then be yielded to in this.
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,9,"Hail, Caesar, and my lord! hail, most dear Caesar!"
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,7,That ever I should call thee castaway!
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,10,"You have not call'd me so, nor have you cause."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,112,"Why have you stol'n upon us thus! You come not Like Caesar's sister: the wife of Antony Should have an army for an usher, and The neighs of horse to tell of her approach Long ere she did appear; the trees by the way Should have borne men; and expectation fainted, Longing for what it had not; nay, the dust Should have ascended to the roof of heaven, Raised by your populous troops: but you are come A market-maid to Rome; and have prevented The ostentation of our love, which, left unshown, Is often left unloved; we should have met you By sea and land; supplying every stage With an augmented greeting."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,38,"Good my lord, To come thus was I not constrain'd, but did On my free will. My lord, Mark Antony, Hearing that you prepared for war, acquainted My grieved ear withal; whereon, I begg'd His pardon for return."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,12,"Which soon he granted, Being an obstruct 'tween his lust and him."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,6,"Do not say so, my lord."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,18,"I have eyes upon him, And his affairs come to me on the wind. Where is he now?"
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,4,"My lord, in Athens."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,80,"No, my most wronged sister; Cleopatra Hath nodded him to her. He hath given his empire Up to a whore; who now are levying The kings o' the earth for war; he hath assembled Bocchus, the king of Libya; Archelaus, Of Cappadocia; Philadelphos, king Of Paphlagonia; the Thracian king, Adallas; King Malchus of Arabia; King of Pont; Herod of Jewry; Mithridates, king Of Comagene; Polemon and Amyntas, The kings of Mede and Lycaonia, With a more larger list of sceptres."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,17,"Ay me, most wretched, That have my heart parted betwixt two friends That do afflict each other!"
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,93,"Welcome hither: Your letters did withhold our breaking forth; Till we perceived, both how you were wrong led, And we in negligent danger. Cheer your heart; Be you not troubled with the time, which drives O'er your content these strong necessities; But let determined things to destiny Hold unbewail'd their way. Welcome to Rome; Nothing more dear to me. You are abused Beyond the mark of thought: and the high gods, To do you justice, make them ministers Of us and those that love you. Best of comfort; And ever welcome to us."
The Tragedy of Antony and Cleopatra,3,6,AGRIPPA,2,"Welcome, lady."
The Tragedy of Antony and Cleopatra,3,6,MECAENAS,37,"Welcome, dear madam. Each heart in Rome does love and pity you: Only the adulterous Antony, most large In his abominations, turns you off; And gives his potent regiment to a trull, That noises it against us."
The Tragedy of Antony and Cleopatra,3,6,OCTAVIA,4,"Is it so, sir?"
The Tragedy of Antony and Cleopatra,3,6,OCTAVIUS CAESAR,14,"Most certain. Sister, welcome: pray you, Be ever known to patience: my dear'st sister!"
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,9,"I will be even with thee, doubt it not."
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,4,"But why, why, why?"
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,14,"Thou hast forspoke my being in these wars, And say'st it is not fit."
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,5,"Well, is it, is it?"
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,13,"If not denounced against us, why should not we Be there in person?"
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,23,"If we should serve with horse and mares together, The horse were merely lost; the mares would bear A soldier and his horse."
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,4,What is't you say?
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,43,"Your presence needs must puzzle Antony; Take from his heart, take from his brain, from's time, What should not then be spared. He is already Traduced for levity; and 'tis said in Rome That Photinus an eunuch and your maids Manage this war."
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,39,"Sink Rome, and their tongues rot That speak against us! A charge we bear i' the war, And, as the president of my kingdom, will Appear there for a man. Speak not against it: I will not stay behind."
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,8,"Nay, I have done. Here comes the emperor."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,27,"Is it not strange, Canidius, That from Tarentum and Brundusium He could so quickly cut the Ionian sea, And take in Toryne? You have heard on't, sweet?"
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,9,Celerity is never more admired Than by the negligent.
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,24,"A good rebuke, Which might have well becomed the best of men, To taunt at slackness. Canidius, we Will fight with him by sea."
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,4,By sea! what else?
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,6,Why will my lord do so?
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,6,For that he dares us to't.
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,9,So hath my lord dared him to single fight.
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,29,"Ay, and to wage this battle at Pharsalia. Where Caesar fought with Pompey: but these offers, Which serve not for his vantage, be shakes off; And so should you."
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,47,"Your ships are not well mann'd; Your mariners are muleters, reapers, people Ingross'd by swift impress; in Caesar's fleet Are those that often have 'gainst Pompey fought: Their ships are yare; yours, heavy: no disgrace Shall fall you for refusing him at sea, Being prepared for land."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,4,"By sea, by sea."
The Tragedy of Antony and Cleopatra,3,7,DOMITIUS ENOBARBUS,49,"Most worthy sir, you therein throw away The absolute soldiership you have by land; Distract your army, which doth most consist Of war-mark'd footmen; leave unexecuted Your own renowned knowledge; quite forego The way which promises assurance; and Give up yourself merely to chance and hazard, From firm security."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,4,I'll fight at sea.
The Tragedy of Antony and Cleopatra,3,7,CLEOPATRA,7,"I have sixty sails, Caesar none better."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,33,"Our overplus of shipping will we burn; And, with the rest full-mann'd, from the head of Actium Beat the approaching Caesar. But if we fail, We then can do't at land. Thy business?"
The Tragedy of Antony and Cleopatra,3,7,MESSENGER,13,"The news is true, my lord; he is descried; Caesar has taken Toryne."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,38,"Can he be there in person? 'tis impossible; Strange that power should be. Canidius, Our nineteen legions thou shalt hold by land, And our twelve thousand horse. We'll to our ship: Away, my Thetis! How now, worthy soldier?"
The Tragedy of Antony and Cleopatra,3,7,SOLDIER,44,"O noble emperor, do not fight by sea; Trust not to rotten planks: do you misdoubt This sword and these my wounds? Let the Egyptians And the Phoenicians go a-ducking; we Have used to conquer, standing on the earth, And fighting foot to foot."
The Tragedy of Antony and Cleopatra,3,7,MARK ANTONY,3,"Well, well: away!"
The Tragedy of Antony and Cleopatra,3,7,SOLDIER,9,"By Hercules, I think I am i' the right."
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,22,"Soldier, thou art: but his whole action grows Not in the power on't: so our leader's led, And we are women's men."
The Tragedy of Antony and Cleopatra,3,7,SOLDIER,13,"You keep by land The legions and the horse whole, do you not?"
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,23,"Marcus Octavius, Marcus Justeius, Publicola, and Caelius, are for sea: But we keep whole by land. This speed of Caesar's Carries beyond belief."
The Tragedy of Antony and Cleopatra,3,7,SOLDIER,17,"While he was yet in Rome, His power went out in such distractions as Beguiled all spies."
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,5,"Who's his lieutenant, hear you?"
The Tragedy of Antony and Cleopatra,3,7,SOLDIER,4,"They say, one Taurus."
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,5,Well I know the man.
The Tragedy of Antony and Cleopatra,3,7,MESSENGER,4,The emperor calls Canidius.
The Tragedy of Antony and Cleopatra,3,7,CANIDIUS,12,"With news the time's with labour, and throes forth, Each minute, some."
The Tragedy of Antony and Cleopatra,3,8,OCTAVIUS CAESAR,1,Taurus!
The Tragedy of Antony and Cleopatra,3,8,TAURUS,2,My lord?
The Tragedy of Antony and Cleopatra,3,8,OCTAVIUS CAESAR,29,"Strike not by land; keep whole: provoke not battle, Till we have done at sea. Do not exceed The prescript of this scroll: our fortune lies Upon this jump."
The Tragedy of Antony and Cleopatra,3,9,MARK ANTONY,30,"Set we our squadrons on yond side o' the hill, In eye of Caesar's battle; from which place We may the number of the ships behold, And so proceed accordingly."
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,29,"Naught, naught all, naught! I can behold no longer: The Antoniad, the Egyptian admiral, With all their sixty, fly and turn the rudder: To see't mine eyes are blasted."
The Tragedy of Antony and Cleopatra,3,10,SCARUS,9,"Gods and goddesses, All the whole synod of them!"
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,3,What's thy passion!
The Tragedy of Antony and Cleopatra,3,10,SCARUS,18,The greater cantle of the world is lost With very ignorance; we have kiss'd away Kingdoms and provinces.
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,4,How appears the fight?
The Tragedy of Antony and Cleopatra,3,10,SCARUS,54,"On our side like the token'd pestilence, Where death is sure. Yon ribaudred nag of Egypt,-- Whom leprosy o'ertake!--i' the midst o' the fight, When vantage like a pair of twins appear'd, Both as the same, or rather ours the elder, The breese upon her, like a cow in June, Hoists sails and flies."
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,17,"That I beheld: Mine eyes did sicken at the sight, and could not Endure a further view."
The Tragedy of Antony and Cleopatra,3,10,SCARUS,45,"She once being loof'd, The noble ruin of her magic, Antony, Claps on his sea-wing, and, like a doting mallard, Leaving the fight in height, flies after her: I never saw an action of such shame; Experience, manhood, honour, ne'er before Did violate so itself."
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,2,"Alack, alack!"
The Tragedy of Antony and Cleopatra,3,10,CANIDIUS,38,"Our fortune on the sea is out of breath, And sinks most lamentably. Had our general Been what he knew himself, it had gone well: O, he has given example for our flight, Most grossly, by his own!"
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,9,"Ay, are you thereabouts? Why, then, good night indeed."
The Tragedy of Antony and Cleopatra,3,10,CANIDIUS,5,Toward Peloponnesus are they fled.
The Tragedy of Antony and Cleopatra,3,10,SCARUS,11,'Tis easy to't; and there I will attend What further comes.
The Tragedy of Antony and Cleopatra,3,10,CANIDIUS,19,To Caesar will I render My legions and my horse: six kings already Show me the way of yielding.
The Tragedy of Antony and Cleopatra,3,10,DOMITIUS ENOBARBUS,17,"I'll yet follow The wounded chance of Antony, though my reason Sits in the wind against me."
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,51,"Hark! the land bids me tread no more upon't; It is ashamed to bear me! Friends, come hither: I am so lated in the world, that I Have lost my way for ever: I have a ship Laden with gold; take that, divide it; fly, And make your peace with Caesar."
The Tragedy of Antony and Cleopatra,3,11,ALL,3,Fly! not we.
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,152,"I have fled myself; and have instructed cowards To run and show their shoulders. Friends, be gone; I have myself resolved upon a course Which has no need of you; be gone: My treasure's in the harbour, take it. O, I follow'd that I blush to look upon: My very hairs do mutiny; for the white Reprove the brown for rashness, and they them For fear and doting. Friends, be gone: you shall Have letters from me to some friends that will Sweep your way for you. Pray you, look not sad, Nor make replies of loathness: take the hint Which my despair proclaims; let that be left Which leaves itself: to the sea-side straightway: I will possess you of that ship and treasure. Leave me, I pray, a little: pray you now: Nay, do so; for, indeed, I have lost command, Therefore I pray you: I'll see you by and by."
The Tragedy of Antony and Cleopatra,3,11,EROS,7,"Nay, gentle madam, to him, comfort him."
The Tragedy of Antony and Cleopatra,3,11,IRAS,4,"Do, most dear queen."
The Tragedy of Antony and Cleopatra,3,11,CHARMIAN,4,Do! why: what else?
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,6,Let me sit down. O Juno!
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,5,"No, no, no, no, no."
The Tragedy of Antony and Cleopatra,3,11,EROS,4,"See you here, sir?"
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,4,"O fie, fie, fie!"
The Tragedy of Antony and Cleopatra,3,11,CHARMIAN,1,Madam!
The Tragedy of Antony and Cleopatra,3,11,IRAS,4,"Madam, O good empress!"
The Tragedy of Antony and Cleopatra,3,11,EROS,2,"Sir, sir,--"
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,48,"Yes, my lord, yes; he at Philippi kept His sword e'en like a dancer; while I struck The lean and wrinkled Cassius; and 'twas I That the mad Brutus ended: he alone Dealt on lieutenantry, and no practise had In the brave squares of war: yet now--No matter."
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,3,"Ah, stand by."
The Tragedy of Antony and Cleopatra,3,11,EROS,6,"The queen, my lord, the queen."
The Tragedy of Antony and Cleopatra,3,11,IRAS,13,"Go to him, madam, speak to him: He is unqualitied with very shame."
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,5,"Well then, sustain him: O!"
The Tragedy of Antony and Cleopatra,3,11,EROS,21,"Most noble sir, arise; the queen approaches: Her head's declined, and death will seize her, but Your comfort makes the rescue."
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,8,"I have offended reputation, A most unnoble swerving."
The Tragedy of Antony and Cleopatra,3,11,EROS,3,"Sir, the queen."
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,28,"O, whither hast thou led me, Egypt? See, How I convey my shame out of thine eyes By looking back what I have left behind 'Stroy'd in dishonour."
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,16,"O my lord, my lord, Forgive my fearful sails! I little thought You would have follow'd."
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,42,"Egypt, thou knew'st too well My heart was to thy rudder tied by the strings, And thou shouldst tow me after: o'er my spirit Thy full supremacy thou knew'st, and that Thy beck might from the bidding of the gods Command me."
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,3,"O, my pardon!"
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,58,"Now I must To the young man send humble treaties, dodge And palter in the shifts of lowness; who With half the bulk o' the world play'd as I pleased, Making and marring fortunes. You did know How much you were my conqueror; and that My sword, made weak by my affection, would Obey it on all cause."
The Tragedy of Antony and Cleopatra,3,11,CLEOPATRA,2,"Pardon, pardon!"
The Tragedy of Antony and Cleopatra,3,11,MARK ANTONY,56,"Fall not a tear, I say; one of them rates All that is won and lost: give me a kiss; Even this repays me. We sent our schoolmaster; Is he come back? Love, I am full of lead. Some wine, within there, and our viands! Fortune knows We scorn her most when most she offers blows."
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,10,Let him appear that's come from Antony. Know you him?
The Tragedy of Antony and Cleopatra,3,12,DOLABELLA,32,"Caesar, 'tis his schoolmaster: An argument that he is pluck'd, when hither He sends so poor a pinion off his wing, Which had superfluous kings for messengers Not many moons gone by."
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,3,"Approach, and speak."
The Tragedy of Antony and Cleopatra,3,12,EUPHRONIUS,28,"Such as I am, I come from Antony: I was of late as petty to his ends As is the morn-dew on the myrtle-leaf To his grand sea."
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,5,Be't so: declare thine office.
The Tragedy of Antony and Cleopatra,3,12,EUPHRONIUS,69,"Lord of his fortunes he salutes thee, and Requires to live in Egypt: which not granted, He lessens his requests; and to thee sues To let him breathe between the heavens and earth, A private man in Athens: this for him. Next, Cleopatra does confess thy greatness; Submits her to thy might; and of thee craves The circle of the Ptolemies for her heirs, Now hazarded to thy grace."
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,43,"For Antony, I have no ears to his request. The queen Of audience nor desire shall fail, so she From Egypt drive her all-disgraced friend, Or take his life there: this if she perform, She shall not sue unheard. So to them both."
The Tragedy of Antony and Cleopatra,3,12,EUPHRONIUS,3,Fortune pursue thee!
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,57,"Bring him through the bands. From Antony win Cleopatra: promise, And in our name, what she requires; add more, From thine invention, offers: women are not In their best fortunes strong; but want will perjure The ne'er touch'd vestal: try thy cunning, Thyreus; Make thine own edict for thy pains, which we Will answer as a law."
The Tragedy of Antony and Cleopatra,3,12,THYREUS,3,"Caesar, I go."
The Tragedy of Antony and Cleopatra,3,12,OCTAVIUS CAESAR,19,"Observe how Antony becomes his flaw, And what thou think'st his very action speaks In every power that moves."
The Tragedy of Antony and Cleopatra,3,12,THYREUS,3,"Caesar, I shall."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,5,"What shall we do, Enobarbus?"
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,3,"Think, and die."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,8,Is Antony or we in fault for this?
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,78,"Antony only, that would make his will Lord of his reason. What though you fled From that great face of war, whose several ranges Frighted each other? why should he follow? The itch of his affection should not then Have nick'd his captainship; at such a point, When half to half the world opposed, he being The meered question: 'twas a shame no less Than was his loss, to course your flying flags, And leave his navy gazing."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,2,"Prithee, peace."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,4,Is that his answer?
The Tragedy of Antony and Cleopatra,3,13,EUPHRONIUS,3,"Ay, my lord."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,12,"The queen shall then have courtesy, so she Will yield us up."
The Tragedy of Antony and Cleopatra,3,13,EUPHRONIUS,3,He says so.
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,22,"Let her know't. To the boy Caesar send this grizzled head, And he will fill thy wishes to the brim With principalities."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,4,"That head, my lord?"
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,71,"To him again: tell him he wears the rose Of youth upon him; from which the world should note Something particular: his coin, ships, legions, May be a coward's; whose ministers would prevail Under the service of a child as soon As i' the command of Caesar: I dare him therefore To lay his gay comparisons apart, And answer me declined, sword against sword, Ourselves alone. I'll write it: follow me."
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,57,"Unstate his happiness, and be staged to the show, Against a sworder! I see men's judgments are A parcel of their fortunes; and things outward Do draw the inward quality after them, To suffer all alike. That he should dream, Knowing all measures, the full Caesar will Answer his emptiness! Caesar, thou hast subdued His judgment too."
The Tragedy of Antony and Cleopatra,3,13,ATTENDANT,4,A messenger from CAESAR.
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,24,"What, no more ceremony? See, my women! Against the blown rose may they stop their nose That kneel'd unto the buds. Admit him, sir."
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,39,The loyalty well held to fools does make Our faith mere folly: yet he that can endure To follow with allegiance a fall'n lord Does conquer him that did his master conquer And earns a place i' the story.
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,2,Caesar's will?
The Tragedy of Antony and Cleopatra,3,13,THYREUS,3,Hear it apart.
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,5,None but friends: say boldly.
The Tragedy of Antony and Cleopatra,3,13,THYREUS,7,"So, haply, are they friends to Antony."
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,36,"He needs as many, sir, as Caesar has; Or needs not us. If Caesar please, our master Will leap to be his friend: for us, you know, Whose he is we are, and that is, Caesar's."
The Tragedy of Antony and Cleopatra,3,13,THYREUS,21,"So. Thus then, thou most renown'd: Caesar entreats, Not to consider in what case thou stand'st, Further than he is Caesar."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,4,Go on: right royal.
The Tragedy of Antony and Cleopatra,3,13,THYREUS,16,"He knows that you embrace not Antony As you did love, but as you fear'd him."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,1,O!
The Tragedy of Antony and Cleopatra,3,13,THYREUS,15,"The scars upon your honour, therefore, he Does pity, as constrained blemishes, Not as deserved."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,18,"He is a god, and knows What is most right: mine honour was not yielded, But conquer'd merely."
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,23,"I will ask Antony. Sir, sir, thou art so leaky, That we must leave thee to thy sinking, for Thy dearest quit thee."
The Tragedy of Antony and Cleopatra,3,13,THYREUS,59,"Shall I say to Caesar What you require of him? for he partly begs To be desired to give. It much would please him, That of his fortunes you should make a staff To lean upon: but it would warm his spirits, To hear from me you had left Antony, And put yourself under his shrowd, The universal landlord."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,3,What's your name?
The Tragedy of Antony and Cleopatra,3,13,THYREUS,4,My name is Thyreus.
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,43,"Most kind messenger, Say to great Caesar this: in deputation I kiss his conquering hand: tell him, I am prompt To lay my crown at 's feet, and there to kneel: Tell him from his all-obeying breath I hear The doom of Egypt."
The Tragedy of Antony and Cleopatra,3,13,THYREUS,33,"'Tis your noblest course. Wisdom and fortune combating together, If that the former dare but what it can, No chance may shake it. Give me grace to lay My duty on your hand."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,23,"Your Caesar's father oft, When he hath mused of taking kingdoms in, Bestow'd his lips on that unworthy place, As it rain'd kisses."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,9,"Favours, by Jove that thunders! What art thou, fellow?"
The Tragedy of Antony and Cleopatra,3,13,THYREUS,16,"One that but performs The bidding of the fullest man, and worthiest To have command obey'd."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,47,"Approach, there! Ah, you kite! Now, gods and devils! Authority melts from me: of late, when I cried 'Ho!' Like boys unto a muss, kings would start forth, And cry 'Your will?' Have you no ears? I am Antony yet. Take hence this Jack, and whip him."
The Tragedy of Antony and Cleopatra,3,13,DOMITIUS ENOBARBUS,6,Than with an old one dying.
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,54,"Moon and stars! Whip him. Were't twenty of the greatest tributaries That do acknowledge Caesar, should I find them So saucy with the hand of she here,--what's her name, Since she was Cleopatra? Whip him, fellows, Till, like a boy, you see him cringe his face, And whine aloud for mercy: take him hence."
The Tragedy of Antony and Cleopatra,3,13,THYREUS,2,Mark Antony!
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,58,"Tug him away: being whipp'd, Bring him again: this Jack of Caesar's shall Bear us an errand to him. You were half blasted ere I knew you: ha! Have I my pillow left unpress'd in Rome, Forborne the getting of a lawful race, And by a gem of women, to be abused By one that looks on feeders?"
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,3,"Good my lord,--"
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,43,"You have been a boggler ever: But when we in our viciousness grow hard-- O misery on't!--the wise gods seel our eyes; In our own filth drop our clear judgments; make us Adore our errors; laugh at's, while we strut To our confusion."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,5,"O, is't come to this?"
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,50,"I found you as a morsel cold upon Dead Caesar's trencher; nay, you were a fragment Of Cneius Pompey's; besides what hotter hours, Unregister'd in vulgar fame, you have Luxuriously pick'd out: for, I am sure, Though you can guess what temperance should be, You know not what it is."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,3,Wherefore is this?
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,70,"To let a fellow that will take rewards And say 'God quit you!' be familiar with My playfellow, your hand; this kingly seal And plighter of high hearts! O, that I were Upon the hill of Basan, to outroar The horned herd! for I have savage cause; And to proclaim it civilly, were like A halter'd neck which does the hangman thank For being yare about him. Is he whipp'd?"
The Tragedy of Antony and Cleopatra,3,13,FIRST ATTENDANT,3,"Soundly, my lord."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,6,Cried he? and begg'd a' pardon?
The Tragedy of Antony and Cleopatra,3,13,FIRST ATTENDANT,4,He did ask favour.
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,160,"If that thy father live, let him repent Thou wast not made his daughter; and be thou sorry To follow Caesar in his triumph, since Thou hast been whipp'd for following him: henceforth The white hand of a lady fever thee, Shake thou to look on 't. Get thee back to Caesar, Tell him thy entertainment: look, thou say He makes me angry with him; for he seems Proud and disdainful, harping on what I am, Not what he knew I was: he makes me angry; And at this time most easy 'tis to do't, When my good stars, that were my former guides, Have empty left their orbs, and shot their fires Into the abysm of hell. If he mislike My speech and what is done, tell him he has Hipparchus, my enfranched bondman, whom He may at pleasure whip, or hang, or torture, As he shall like, to quit me: urge it thou: Hence with thy stripes, begone!"
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,4,Have you done yet?
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,15,"Alack, our terrene moon Is now eclipsed; and it portends alone The fall of Antony!"
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,5,I must stay his time.
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,13,"To flatter Caesar, would you mingle eyes With one that ties his points?"
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,4,Not know me yet?
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,3,Cold-hearted toward me?
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,74,"Ah, dear, if I be so, From my cold heart let heaven engender hail, And poison it in the source; and the first stone Drop in my neck: as it determines, so Dissolve my life! The next Caesarion smite! Till by degrees the memory of my womb, Together with my brave Egyptians all, By the discandying of this pelleted storm, Lie graveless, till the flies and gnats of Nile Have buried them for prey!"
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,73,"I am satisfied. Caesar sits down in Alexandria; where I will oppose his fate. Our force by land Hath nobly held; our sever'd navy too Have knit again, and fleet, threatening most sea-like. Where hast thou been, my heart? Dost thou hear, lady? If from the field I shall return once more To kiss these lips, I will appear in blood; I and my sword will earn our chronicle: There's hope in't yet."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,4,That's my brave lord!
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,63,"I will be treble-sinew'd, hearted, breathed, And fight maliciously: for when mine hours Were nice and lucky, men did ransom lives Of me for jests; but now I'll set my teeth, And send to darkness all that stop me. Come, Let's have one other gaudy night: call to me All my sad captains; fill our bowls once more; Let's mock the midnight bell."
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,23,"It is my birth-day: I had thought to have held it poor: but, since my lord Is Antony again, I will be Cleopatra."
The Tragedy of Antony and Cleopatra,3,13,MARK ANTONY,5,We will yet do well.
The Tragedy of Antony and Cleopatra,3,13,CLEOPATRA,8,Call all his noble captains to my lord.
